Time (sec),Ti575 Flash Thickness,Ti64 Flash Thickness,,Time (sec),Oscillation stroke 
,,,,1.007,-0.61594
,,,,1.008,-1.11141
,,,,1.009,-1.51973
,,,,1.01,-1.84236
,,,,1.011,-1.95615
,,,,1.012,-1.85775
,,,,1.013,-1.65339
,,,,1.014,-1.33336
,,,,1.015,-0.89517
,,,,1.016,-0.40341
,,,,1.017,0.159314
,,,,1.018,0.691771
,,,,1.019,1.150401
,,,,1.02,1.58672
,,,,1.021,1.830594
,,,,1.022,1.932443
,,,,1.023,1.866312
,,,,1.024,1.665481
,,,,1.025,1.399167
,,,,1.026,1.009576
,,,,1.027,0.525614
,,,,1.028,-0.00985
,,,,1.029,-0.57209
,,,,1.03,-1.10717
,,,,1.031,-1.54923
,,,,1.032,-1.9126
,,,,1.033,-2.06236
,,,,1.034,-2.00962
,,,,1.035,-1.79913
,,,,1.036,-1.46692
,,,,1.037,-1.03374
,,,,1.038,-0.52997
,,,,1.039,0.048158
,,,,1.04,0.614873
,,,,1.041,1.119946
,,,,1.042,1.54343
,,,,1.043,1.837348
,,,,1.044,1.985292
,,,,1.045,1.923284
,,,,1.046,1.740905
,,,,1.047,1.484931
,,,,1.048,1.109611
,,,,1.049,0.643652
,,,,1.05,0.087506
,,,,1.051,-0.48225
,,,,1.052,-1.00522
,,,,1.053,-1.48906
,,,,1.054,-1.87561
,,,,1.055,-2.06407
,,,,1.056,-2.04004
,,,,1.057,-1.86478
,,,,1.058,-1.56667
,,,,1.059,-1.15973
,,,,1.06,-0.66088
,,,,1.061,-0.12489
,,,,1.062,0.429511
,,,,1.063,0.989181
,,,,1.064,1.441711
,,,,1.065,1.727036
,,,,1.066,1.938238
,,,,1.067,1.936289
,,,,1.068,1.79896
,,,,1.069,1.536972
,,,,1.07,1.217236
,,,,1.071,0.799326
,,,,1.072,0.272162
,,,,1.073,-0.28351
,,,,1.074,-0.82548
,,,,1.075,-1.32192
,,,,1.076,-1.71985
,,,,1.077,-1.9887
,,,,1.078,-2.02127
,,,,1.079,-1.86593
,,,,1.08,-1.60548
,,,,1.081,-1.25128
,,,,1.082,-0.77118
,,,,1.083,-0.25099
,,,,1.084,0.300118
,,,,1.085,0.839249
,,,,1.086,1.31948
,,,,1.087,1.670872
,,,,1.088,1.883742
,,,,1.089,1.94668
,,,,1.09,1.830127
,,,,1.091,1.596489
,,,,1.092,1.30071
,,,,1.093,0.899853
,,,,1.094,0.381863
,,,,1.095,-0.12932
,,,,1.096,-0.68659
,,,,1.097,-1.19172
,,,,1.098,-1.59728
,,,,1.099,-1.90352
,,,,1.1,-1.99731
,,,,1.101,-1.87974
,,,,1.102,-1.64724
,,,,1.103,-1.30583
,,,,1.104,-0.85589
,,,,1.105,-0.34274
,,,,1.106,0.220491
,,,,1.107,0.769974
,,,,1.108,1.231299
,,,,1.109,1.63281
,,,,1.11,1.897291
,,,,1.111,1.974384
,,,,1.112,1.877752
,,,,1.113,1.665969
,,,,1.114,1.377822
,,,,1.115,0.977889
,,,,1.116,0.476232
,,,,1.117,-0.05042
,,,,1.118,-0.6144
,,,,1.119,-1.1252
,,,,1.12,-1.5633
,,,,1.121,-1.89211
,,,,1.122,-2.01615
,,,,1.123,-1.94213
,,,,1.124,-1.73269
,,,,1.125,-1.39454
,,,,1.126,-0.95854
,,,,1.127,-0.46785
,,,,1.128,0.111191
,,,,1.129,0.652659
,,,,1.13,1.14143
,,,,1.131,1.555707
,,,,1.132,1.839786
,,,,1.133,1.992321
,,,,1.134,1.916854
,,,,1.135,1.727382
,,,,1.136,1.47123
,,,,1.137,1.092258
,,,,1.138,0.596497
,,,,1.139,0.02743
,,,,1.14,-0.54245
,,,,1.141,-1.07145
,,,,1.142,-1.52807
,,,,1.143,-1.89629
,,,,1.144,-2.06445
,,,,1.145,-2.01645
,,,,1.146,-1.82368
,,,,1.147,-1.50492
,,,,1.148,-1.0834
,,,,1.149,-0.59155
,,,,1.15,-0.03725
,,,,1.151,0.529004
,,,,1.152,1.047521
,,,,1.153,1.488132
,,,,1.154,1.803323
,,,,1.155,1.942658
,,,,1.156,1.946321
,,,,1.157,1.788387
,,,,1.158,1.53354
,,,,1.159,1.172009
,,,,1.16,0.716911
,,,,1.161,0.168
,,,,1.162,-0.41058
,,,,1.163,-0.94963
,,,,1.164,-1.42423
,,,,1.165,-1.81437
,,,,1.166,-2.03545
,,,,1.167,-2.03889
,,,,1.168,-1.8706
,,,,1.169,-1.58536
,,,,1.17,-1.2096
,,,,1.171,-0.71328
,,,,1.172,-0.16895
,,,,1.173,0.377639
,,,,1.174,0.912367
,,,,1.175,1.379066
,,,,1.176,1.710351
,,,,1.177,1.918939
,,,,1.178,1.948156
,,,,1.179,1.815024
,,,,1.18,1.591137
,,,,1.181,1.273544
,,,,1.182,0.835566
,,,,1.183,0.308327
,,,,1.184,-0.24223
,,,,1.185,-0.80339
,,,,1.186,-1.31345
,,,,1.187,-1.71291
,,,,1.188,-1.99155
,,,,1.189,-2.04028
,,,,1.19,-1.90948
,,,,1.191,-1.64464
,,,,1.192,-1.29308
,,,,1.193,-0.82681
,,,,1.194,-0.31395
,,,,1.195,0.237605
,,,,1.196,0.789344
,,,,1.197,1.274777
,,,,1.198,1.643629
,,,,1.199,1.895379
,,,,1.2,1.987344
,,,,1.201,1.863218
,,,,1.202,1.6459
,,,,1.203,1.374326
,,,,1.204,0.949185
,,,,1.205,0.418596
,,,,1.206,-0.1367
,,,,1.207,-0.69756
,,,,1.208,-1.22336
,,,,1.209,-1.64678
,,,,1.21,-1.97311
,,,,1.211,-2.0578
,,,,1.212,-1.95884
,,,,1.213,-1.72636
,,,,1.214,-1.38275
,,,,1.215,-0.93297
,,,,1.216,-0.43083
,,,,1.217,0.133015
,,,,1.218,0.695469
,,,,1.219,1.177698
,,,,1.22,1.576413
,,,,1.221,1.860026
,,,,1.222,1.990608
,,,,1.223,1.902276
,,,,1.224,1.698568
,,,,1.225,1.435696
,,,,1.226,1.045222
,,,,1.227,0.557207
,,,,1.228,-0.01554
,,,,1.229,-0.57496
,,,,1.23,-1.09795
,,,,1.231,-1.55064
,,,,1.232,-1.89491
,,,,1.233,-2.04371
,,,,1.234,-1.97289
,,,,1.235,-1.77234
,,,,1.236,-1.45405
,,,,1.237,-1.0333
,,,,1.238,-0.53138
,,,,1.239,0.008575
,,,,1.24,0.558045
,,,,1.241,1.07193
,,,,1.242,1.490822
,,,,1.243,1.792623
,,,,1.244,1.959666
,,,,1.245,1.939927
,,,,1.246,1.757447
,,,,1.247,1.502695
,,,,1.248,1.123427
,,,,1.249,0.663817
,,,,1.25,0.12428
,,,,1.251,-0.46156
,,,,1.252,-1.00302
,,,,1.253,-1.46898
,,,,1.254,-1.83741
,,,,1.255,-2.03976
,,,,1.256,-2.01065
,,,,1.257,-1.82756
,,,,1.258,-1.53503
,,,,1.259,-1.14401
,,,,1.26,-0.65682
,,,,1.261,-0.12753
,,,,1.262,0.42288
,,,,1.263,0.957453
,,,,1.264,1.402114
,,,,1.265,1.748617
,,,,1.266,1.926823
,,,,1.267,1.951624
,,,,1.268,1.793513
,,,,1.269,1.584734
,,,,1.27,1.23319
,,,,1.271,0.757236
,,,,1.272,0.217956
,,,,1.273,-0.34735
,,,,1.274,-0.89335
,,,,1.275,-1.39944
,,,,1.276,-1.78432
,,,,1.277,-2.02781
,,,,1.278,-2.03673
,,,,1.279,-1.88132
,,,,1.28,-1.60515
,,,,1.281,-1.2328
,,,,1.282,-0.76009
,,,,1.283,-0.24306
,,,,1.284,0.317656
,,,,1.285,0.866911
,,,,1.286,1.302918
,,,,1.287,1.664115
,,,,1.288,1.918289
,,,,1.289,1.977421
,,,,1.29,1.84908
,,,,1.291,1.646364
,,,,1.292,1.336618
,,,,1.293,0.909623
,,,,1.294,0.366261
,,,,1.295,-0.20373
,,,,1.296,-0.75398
,,,,1.297,-1.27361
,,,,1.298,-1.69846
,,,,1.299,-1.97296
,,,,1.3,-2.04869
,,,,1.301,-1.92676
,,,,1.302,-1.68265
,,,,1.303,-1.33
,,,,1.304,-0.87388
,,,,1.305,-0.37456
,,,,1.306,0.180032
,,,,1.307,0.739234
,,,,1.308,1.244747
,,,,1.309,1.610673
,,,,1.31,1.885068
,,,,1.311,2.008295
,,,,1.312,1.905947
,,,,1.313,1.701328
,,,,1.314,1.400355
,,,,1.315,0.986856
,,,,1.316,0.487259
,,,,1.317,-0.07925
,,,,1.318,-0.65634
,,,,1.319,-1.16715
,,,,1.32,-1.59963
,,,,1.321,-1.92845
,,,,1.322,-2.04836
,,,,1.323,-1.9479
,,,,1.324,-1.72466
,,,,1.325,-1.40657
,,,,1.326,-0.97481
,,,,1.327,-0.47948
,,,,1.328,0.069841
,,,,1.329,0.615421
,,,,1.33,1.095015
,,,,1.331,1.522777
,,,,1.332,1.829814
,,,,1.333,1.989662
,,,,1.334,1.947382
,,,,1.335,1.769362
,,,,1.336,1.492585
,,,,1.337,1.094423
,,,,1.338,0.602837
,,,,1.339,0.039351
,,,,1.34,-0.53299
,,,,1.341,-1.0789
,,,,1.342,-1.52965
,,,,1.343,-1.8789
,,,,1.344,-2.05671
,,,,1.345,-2.01062
,,,,1.346,-1.80277
,,,,1.347,-1.48976
,,,,1.348,-1.08091
,,,,1.349,-0.59974
,,,,1.35,-0.05563
,,,,1.351,0.493606
,,,,1.352,1.032812
,,,,1.353,1.466444
,,,,1.354,1.796023
,,,,1.355,1.99462
,,,,1.356,1.978154
,,,,1.357,1.824182
,,,,1.358,1.566825
,,,,1.359,1.197077
,,,,1.36,0.731352
,,,,1.361,0.163217
,,,,1.362,-0.41503
,,,,1.363,-0.95513
,,,,1.364,-1.44361
,,,,1.365,-1.8207
,,,,1.366,-2.02905
,,,,1.367,-2.02149
,,,,1.368,-1.85722
,,,,1.369,-1.55674
,,,,1.37,-1.17178
,,,,1.371,-0.6979
,,,,1.372,-0.16375
,,,,1.373,0.381799
,,,,1.374,0.904446
,,,,1.375,1.398762
,,,,1.376,1.709388
,,,,1.377,1.961925
,,,,1.378,2.014052
,,,,1.379,1.881172
,,,,1.38,1.638533
,,,,1.381,1.306569
,,,,1.382,0.847735
,,,,1.383,0.274079
,,,,1.384,-0.30516
,,,,1.385,-0.86956
,,,,1.386,-1.37248
,,,,1.387,-1.77821
,,,,1.388,-2.0417
,,,,1.389,-2.05289
,,,,1.39,-1.91756
,,,,1.391,-1.65146
,,,,1.392,-1.28491
,,,,1.393,-0.8062
,,,,1.394,-0.285
,,,,1.395,0.255637
,,,,1.396,0.816873
,,,,1.397,1.284886
,,,,1.398,1.648959
,,,,1.399,1.924994
,,,,1.4,2.028076
,,,,1.401,1.940999
,,,,1.402,1.72521
,,,,1.403,1.384423
,,,,1.404,0.957445
,,,,1.405,0.408235
,,,,1.406,-0.16633
,,,,1.407,-0.75539
,,,,1.408,-1.26881
,,,,1.409,-1.69257
,,,,1.41,-1.99121
,,,,1.411,-2.07253
,,,,1.412,-1.95064
,,,,1.413,-1.71186
,,,,1.414,-1.36339
,,,,1.415,-0.91983
,,,,1.416,-0.42161
,,,,1.417,0.11714
,,,,1.418,0.6901
,,,,1.419,1.14898
,,,,1.42,1.561642
,,,,1.421,1.866122
,,,,1.422,2.010517
,,,,1.423,1.964298
,,,,1.424,1.778817
,,,,1.425,1.484482
,,,,1.426,1.066504
,,,,1.427,0.545924
,,,,1.428,-0.03186
,,,,1.429,-0.62382
,,,,1.43,-1.17069
,,,,1.431,-1.60124
,,,,1.432,-1.94273
,,,,1.433,-2.06375
,,,,1.434,-1.99804
,,,,1.435,-1.78266
,,,,1.436,-1.44752
,,,,1.437,-1.032
,,,,1.438,-0.54912
,,,,1.439,0.017099
,,,,1.44,0.565173
,,,,1.441,1.075126
,,,,1.442,1.50531
,,,,1.443,1.82345
,,,,1.444,2.002184
,,,,1.445,2.002474
,,,,1.446,1.821194
,,,,1.447,1.56029
,,,,1.448,1.163641
,,,,1.449,0.657359
,,,,1.45,0.084865
,,,,1.451,-0.50169
,,,,1.452,-1.05781
,,,,1.453,-1.5189
,,,,1.454,-1.88863
,,,,1.455,-2.06371
,,,,1.456,-2.01682
,,,,1.457,-1.83576
,,,,1.458,-1.52906
,,,,1.459,-1.12457
,,,,1.46,-0.64906
,,,,1.461,-0.11464
,,,,1.462,0.426295
,,,,1.463,0.971592
,,,,1.464,1.41339
,,,,1.465,1.722287
,,,,1.466,1.951017
,,,,1.467,2.004046
,,,,1.468,1.861254
,,,,1.469,1.635839
,,,,1.47,1.279058
,,,,1.471,0.791551
,,,,1.472,0.237826
,,,,1.473,-0.36079
,,,,1.474,-0.91832
,,,,1.475,-1.41066
,,,,1.476,-1.80524
,,,,1.477,-2.04509
,,,,1.478,-2.04705
,,,,1.479,-1.88518
,,,,1.48,-1.61252
,,,,1.481,-1.23555
,,,,1.482,-0.75246
,,,,1.483,-0.2201
,,,,1.484,0.31546
,,,,1.485,0.843248
,,,,1.486,1.323766
,,,,1.487,1.688473
,,,,1.488,1.933573
,,,,1.489,2.010031
,,,,1.49,1.908586
,,,,1.491,1.692563
,,,,1.492,1.347957
,,,,1.493,0.901814
,,,,1.494,0.340591
,,,,1.495,-0.22041
,,,,1.496,-0.79607
,,,,1.497,-1.32383
,,,,1.498,-1.72318
,,,,1.499,-2.00935
,,,,1.5,-2.06803
,,,,1.501,-1.94492
,,,,1.502,-1.67961
,,,,1.503,-1.32912
,,,,1.504,-0.8725
,,,,1.505,-0.36515
,,,,1.506,0.188338
,,,,1.507,0.748607
,,,,1.508,1.218412
,,,,1.509,1.602835
,,,,1.51,1.896899
,,,,1.511,2.001203
,,,,1.512,1.903912
,,,,1.513,1.738584
,,,,1.514,1.43101
,,,,1.515,1.0105
,,,,1.516,0.46425
,,,,1.517,-0.10949
,,,,1.518,-0.67787
,,,,1.519,-1.23295
,,,,1.52,-1.65446
,,,,1.521,-1.97666
,,,,1.522,-2.07249
,,,,1.523,-1.98719
,,,,1.524,-1.76765
,,,,1.525,-1.41956
,,,,1.526,-0.98482
,,,,1.527,-0.5118
,,,,1.528,0.083177
,,,,1.529,0.622791
,,,,1.53,1.084376
,,,,1.531,1.526542
,,,,1.532,1.83044
,,,,1.533,2.007662
,,,,1.534,1.957605
,,,,1.535,1.785402
,,,,1.536,1.521426
,,,,1.537,1.134258
,,,,1.538,0.622542
,,,,1.539,0.048639
,,,,1.54,-0.53188
,,,,1.541,-1.05686
,,,,1.542,-1.52241
,,,,1.543,-1.89033
,,,,1.544,-2.0448
,,,,1.545,-1.99793
,,,,1.546,-1.80706
,,,,1.547,-1.49159
,,,,1.548,-1.07831
,,,,1.549,-0.59983
,,,,1.55,-0.05913
,,,,1.551,0.492916
,,,,1.552,1.013082
,,,,1.553,1.421856
,,,,1.554,1.767337
,,,,1.555,1.943458
,,,,1.556,1.980164
,,,,1.557,1.82108
,,,,1.558,1.560659
,,,,1.559,1.191539
,,,,1.56,0.718606
,,,,1.561,0.155764
,,,,1.562,-0.44578
,,,,1.563,-0.99015
,,,,1.564,-1.46241
,,,,1.565,-1.84171
,,,,1.566,-2.04912
,,,,1.567,-2.02244
,,,,1.568,-1.85526
,,,,1.569,-1.56499
,,,,1.57,-1.18685
,,,,1.571,-0.69974
,,,,1.572,-0.17134
,,,,1.573,0.371656
,,,,1.574,0.903954
,,,,1.575,1.346327
,,,,1.576,1.702247
,,,,1.577,1.923295
,,,,1.578,1.984669
,,,,1.579,1.855724
,,,,1.58,1.650667
,,,,1.581,1.292452
,,,,1.582,0.833255
,,,,1.583,0.29154
,,,,1.584,-0.27971
,,,,1.585,-0.85164
,,,,1.586,-1.34545
,,,,1.587,-1.74583
,,,,1.588,-2.01354
,,,,1.589,-2.05111
,,,,1.59,-1.91652
,,,,1.591,-1.65799
,,,,1.592,-1.26153
,,,,1.593,-0.83711
,,,,1.594,-0.3087
,,,,1.595,0.231938
,,,,1.596,0.785519
,,,,1.597,1.235329
,,,,1.598,1.623896
,,,,1.599,1.905216
,,,,1.6,2.003523
,,,,1.601,1.89894
,,,,1.602,1.694178
,,,,1.603,1.395363
,,,,1.604,0.950903
,,,,1.605,0.392346
,,,,1.606,-0.17612
,,,,1.607,-0.75876
,,,,1.608,-1.27956
,,,,1.609,-1.70035
,,,,1.61,-1.99962
,,,,1.611,-2.06882
,,,,1.612,-1.96806
,,,,1.613,-1.73224
,,,,1.614,-1.37831
,,,,1.615,-0.9174
,,,,1.616,-0.42988
,,,,1.617,0.144547
,,,,1.618,0.684027
,,,,1.619,1.158047
,,,,1.62,1.571989
,,,,1.621,1.837411
,,,,1.622,1.97666
,,,,1.623,1.944747
,,,,1.624,1.741606
,,,,1.625,1.451534
,,,,1.626,1.039362
,,,,1.627,0.517644
,,,,1.628,-0.04086
,,,,1.629,-0.62393
,,,,1.63,-1.1537
,,,,1.631,-1.59396
,,,,1.632,-1.92311
,,,,1.633,-2.06409
,,,,1.634,-1.98646
,,,,1.635,-1.78661
,,,,1.636,-1.47666
,,,,1.637,-1.05137
,,,,1.638,-0.56126
,,,,1.639,-0.01729
,,,,1.64,0.522212
,,,,1.641,1.024116
,,,,1.642,1.4547
,,,,1.643,1.772487
,,,,1.644,1.945408
,,,,1.645,1.946506
,,,,1.646,1.803112
,,,,1.647,1.539828
,,,,1.648,1.151222
,,,,1.649,0.66942
,,,,1.65,0.105186
,,,,1.651,-0.49998
,,,,1.652,-1.04137
,,,,1.653,-1.49229
,,,,1.654,-1.8577
,,,,1.655,-2.04127
,,,,1.656,-2.005
,,,,1.657,-1.82647
,,,,1.658,-1.52922
,,,,1.659,-1.13711
,,,,1.66,-0.65362
,,,,1.661,-0.09681
,,,,1.662,0.429759
,,,,1.663,0.938589
,,,,1.664,1.38831
,,,,1.665,1.739174
,,,,1.666,1.942353
,,,,1.667,1.96876
,,,,1.668,1.844962
,,,,1.669,1.614385
,,,,1.67,1.239496
,,,,1.671,0.775569
,,,,1.672,0.230367
,,,,1.673,-0.3612
,,,,1.674,-0.92167
,,,,1.675,-1.41223
,,,,1.676,-1.78748
,,,,1.677,-2.02619
,,,,1.678,-2.03865
,,,,1.679,-1.88641
,,,,1.68,-1.6149
,,,,1.681,-1.23535
,,,,1.682,-0.76126
,,,,1.683,-0.24614
,,,,1.684,0.318635
,,,,1.685,0.845197
,,,,1.686,1.306728
,,,,1.687,1.654993
,,,,1.688,1.924574
,,,,1.689,1.993777
,,,,1.69,1.895808
,,,,1.691,1.67102
,,,,1.692,1.36774
,,,,1.693,0.917347
,,,,1.694,0.358417
,,,,1.695,-0.2093
,,,,1.696,-0.77216
,,,,1.697,-1.29616
,,,,1.698,-1.69996
,,,,1.699,-1.99414
,,,,1.7,-2.04584
,,,,1.701,-1.92786
,,,,1.702,-1.69073
,,,,1.703,-1.32995
,,,,1.704,-0.87573
,,,,1.705,-0.36333
,,,,1.706,0.177383
,,,,1.707,0.73526
,,,,1.708,1.202718
,,,,1.709,1.591575
,,,,1.71,1.869578
,,,,1.711,1.995599
,,,,1.712,1.943292
,,,,1.713,1.729612
,,,,1.714,1.44294
,,,,1.715,1.012785
,,,,1.716,0.487104
,,,,1.717,-0.08736
,,,,1.718,-0.66492
,,,,1.719,-1.19361
,,,,1.72,-1.62169
,,,,1.721,-1.95217
,,,,1.722,-2.06234
,,,,1.723,-1.96464
,,,,1.724,-1.74985
,,,,1.725,-1.41594
,,,,1.726,-0.98
,,,,1.727,-0.48244
,,,,1.728,0.083802
,,,,1.729,0.625172
,,,,1.73,1.093111
,,,,1.731,1.537633
,,,,1.732,1.824205
,,,,1.733,1.979566
,,,,1.734,1.932131
,,,,1.735,1.773597
,,,,1.736,1.512756
,,,,1.737,1.08289
,,,,1.738,0.595126
,,,,1.739,0.04377
,,,,1.74,-0.56171
,,,,1.741,-1.09553
,,,,1.742,-1.53837
,,,,1.743,-1.89372
,,,,1.744,-2.05254
,,,,1.745,-1.99967
,,,,1.746,-1.80281
,,,,1.747,-1.49566
,,,,1.748,-1.08514
,,,,1.749,-0.60415
,,,,1.75,-0.05066
,,,,1.751,0.494955
,,,,1.752,0.993736
,,,,1.753,1.432616
,,,,1.754,1.758252
,,,,1.755,1.951523
,,,,1.756,1.95579
,,,,1.757,1.818458
,,,,1.758,1.582136
,,,,1.759,1.194623
,,,,1.76,0.73181
,,,,1.761,0.184917
,,,,1.762,-0.38477
,,,,1.763,-0.9225
,,,,1.764,-1.39094
,,,,1.765,-1.76596
,,,,1.766,-1.9648
,,,,1.767,-1.96944
,,,,1.768,-1.81798
,,,,1.769,-1.54153
,,,,1.77,-1.16753
,,,,1.771,-0.69819
,,,,1.772,-0.17947
,,,,1.773,0.365701
,,,,1.774,0.901254
,,,,1.775,1.327167
,,,,1.776,1.693497
,,,,1.777,1.939322
,,,,1.778,1.9756
,,,,1.779,1.878919
,,,,1.78,1.652944
,,,,1.781,1.327584
,,,,1.782,0.866658
,,,,1.783,0.295304
,,,,1.784,-0.27938
,,,,1.785,-0.83249
,,,,1.786,-1.36066
,,,,1.787,-1.7655
,,,,1.788,-2.02789
,,,,1.789,-2.06143
,,,,1.79,-1.91747
,,,,1.791,-1.66829
,,,,1.792,-1.28654
,,,,1.793,-0.80171
,,,,1.794,-0.29619
,,,,1.795,0.26827
,,,,1.796,0.816165
,,,,1.797,1.30211
,,,,1.798,1.666647
,,,,1.799,1.887234
,,,,1.8,1.980916
,,,,1.801,1.908857
,,,,1.802,1.677364
,,,,1.803,1.3617
,,,,1.804,0.944449
,,,,1.805,0.414305
,,,,1.806,-0.15038
,,,,1.807,-0.70207
,,,,1.808,-1.21915
,,,,1.809,-1.62058
,,,,1.81,-1.91217
,,,,1.811,-1.99245
,,,,1.812,-1.88141
,,,,1.813,-1.6527
,,,,1.814,-1.32763
,,,,1.815,-0.8891
,,,,1.816,-0.40216
,,,,1.817,0.141487
,,,,1.818,0.704871
,,,,1.819,1.163771
,,,,1.82,1.587732
,,,,1.821,1.867808
,,,,1.822,2.027823
,,,,1.823,1.983796
,,,,1.824,1.803704
,,,,1.825,1.52817
,,,,1.826,1.087191
,,,,1.827,0.561678
,,,,1.828,-0.01029
,,,,1.829,-0.59733
,,,,1.83,-1.15061
,,,,1.831,-1.57828
,,,,1.832,-1.90788
,,,,1.833,-2.05245
,,,,1.834,-1.97561
,,,,1.835,-1.76076
,,,,1.836,-1.43462
,,,,1.837,-1.01532
,,,,1.838,-0.52086
,,,,1.839,0.034813
,,,,1.84,0.58662
,,,,1.841,1.076008
,,,,1.842,1.495429
,,,,1.843,1.805314
,,,,1.844,1.971837
,,,,1.845,1.928257
,,,,1.846,1.778565
,,,,1.847,1.537685
,,,,1.848,1.142164
,,,,1.849,0.665397
,,,,1.85,0.118522
,,,,1.851,-0.45492
,,,,1.852,-0.97582
,,,,1.853,-1.42892
,,,,1.854,-1.7838
,,,,1.855,-1.96935
,,,,1.856,-1.94232
,,,,1.857,-1.76889
,,,,1.858,-1.49714
,,,,1.859,-1.11572
,,,,1.86,-0.64114
,,,,1.861,-0.12993
,,,,1.862,0.418912
,,,,1.863,0.958869
,,,,1.864,1.368003
,,,,1.865,1.716185
,,,,1.866,1.919955
,,,,1.867,1.964327
,,,,1.868,1.855888
,,,,1.869,1.600747
,,,,1.87,1.253059
,,,,1.871,0.789939
,,,,1.872,0.21955
,,,,1.873,-0.36139
,,,,1.874,-0.9171
,,,,1.875,-1.39737
,,,,1.876,-1.79809
,,,,1.877,-2.02641
,,,,1.878,-2.02883
,,,,1.879,-1.8802
,,,,1.88,-1.60862
,,,,1.881,-1.24302
,,,,1.882,-0.76091
,,,,1.883,-0.23739
,,,,1.884,0.311838
,,,,1.885,0.849504
,,,,1.886,1.313762
,,,,1.887,1.68228
,,,,1.888,1.910534
,,,,1.889,2.009063
,,,,1.89,1.897976
,,,,1.891,1.67685
,,,,1.892,1.348453
,,,,1.893,0.909851
,,,,1.894,0.355132
,,,,1.895,-0.22243
,,,,1.896,-0.78805
,,,,1.897,-1.30892
,,,,1.898,-1.71019
,,,,1.899,-1.99925
,,,,1.9,-2.05721
,,,,1.901,-1.91649
,,,,1.902,-1.67506
,,,,1.903,-1.32799
,,,,1.904,-0.86912
,,,,1.905,-0.35813
,,,,1.906,0.19934
,,,,1.907,0.748839
,,,,1.908,1.200216
,,,,1.909,1.606554
,,,,1.91,1.861188
,,,,1.911,1.997275
,,,,1.912,1.915373
,,,,1.913,1.721937
,,,,1.914,1.438938
,,,,1.915,0.991899
,,,,1.916,0.494287
,,,,1.917,-0.06122
,,,,1.918,-0.62116
,,,,1.919,-1.12972
,,,,1.92,-1.53241
,,,,1.921,-1.84442
,,,,1.922,-1.94955
,,,,1.923,-1.8694
,,,,1.924,-1.6693
,,,,1.925,-1.35097
,,,,1.926,-0.93669
,,,,1.927,-0.4782
,,,,1.928,0.071066
,,,,1.929,0.62222
,,,,1.93,1.095546
,,,,1.931,1.496943
,,,,1.932,1.81881
,,,,1.933,1.992967
,,,,1.934,1.925957
,,,,1.935,1.780595
,,,,1.936,1.514379
,,,,1.937,1.098392
,,,,1.938,0.596882
,,,,1.939,0.02767
,,,,1.94,-0.57143
,,,,1.941,-1.10757
,,,,1.942,-1.57465
,,,,1.943,-1.92257
,,,,1.944,-2.06812
,,,,1.945,-2.01175
,,,,1.946,-1.82438
,,,,1.947,-1.5067
,,,,1.948,-1.07719
,,,,1.949,-0.59861
,,,,1.95,-0.03264
,,,,1.951,0.516443
,,,,1.952,1.028648
,,,,1.953,1.464893
,,,,1.954,1.78672
,,,,1.955,1.957153
,,,,1.956,1.972789
,,,,1.957,1.82707
,,,,1.958,1.573309
,,,,1.959,1.204443
,,,,1.96,0.718171
,,,,1.961,0.129031
,,,,1.962,-0.46416
,,,,1.963,-1.00409
,,,,1.964,-1.48573
,,,,1.965,-1.86267
,,,,1.966,-2.07498
,,,,1.967,-2.0572
,,,,1.968,-1.88757
,,,,1.969,-1.60141
,,,,1.97,-1.20951
,,,,1.971,-0.72139
,,,,1.972,-0.18035
,,,,1.973,0.364088
,,,,1.974,0.898029
,,,,1.975,1.365065
,,,,1.976,1.709113
,,,,1.977,1.91885
,,,,1.978,1.988851
,,,,1.979,1.87377
,,,,1.98,1.657514
,,,,1.981,1.302564
,,,,1.982,0.844414
,,,,1.983,0.311657
,,,,1.984,-0.26653
,,,,1.985,-0.83889
,,,,1.986,-1.35194
,,,,1.987,-1.74622
,,,,1.988,-2.02565
,,,,1.989,-2.06505
,,,,1.99,-1.92672
,,,,1.991,-1.67514
,,,,1.992,-1.3106
,,,,1.993,-0.84323
,,,,1.994,-0.33617
,,,,1.995,0.235287
,,,,1.996,0.778472
,,,,1.997,1.243458
,,,,1.998,1.630301
,,,,1.999,1.882761
,,,,2,1.993953
,,,,2.001,1.887771
,,,,2.002,1.686185
,,,,2.003,1.391543
,,,,2.004,0.942874
,,,,2.005,0.408403
,,,,2.006,-0.14496
,,,,2.007,-0.72707
,,,,2.008,-1.24202
,,,,2.009,-1.66713
,,,,2.01,-1.97481
,,,,2.011,-2.06375
,,,,2.012,-1.96476
,,,,2.013,-1.73319
,,,,2.014,-1.38746
,,,,2.015,-0.93861
,,,,2.016,-0.43812
,,,,2.017,0.124653
,,,,2.018,0.675404
,,,,2.019,1.165973
,,,,2.02,1.55581
,,,,2.021,1.842337
,,,,2.022,1.965257
,,,,2.023,1.909361
,,,,2.024,1.729661
,,,,2.025,1.425644
,,,,2.026,1.036911
,,,,2.027,0.515171
,,,,2.028,-0.0514
,,,,2.029,-0.62919
,,,,2.03,-1.14069
,,,,2.031,-1.58512
,,,,2.032,-1.92767
,,,,2.033,-2.05238
,,,,2.034,-1.99071
,,,,2.035,-1.78664
,,,,2.036,-1.45989
,,,,2.037,-1.04058
,,,,2.038,-0.55551
,,,,2.039,-0.00768
